gid,depth,is_seed,in_deg,in_sum,in_tx,out_deg,out_sum,out_tx,pass_ratio,truncated,inflow_incomplete,seed_payers,seed_reach,fast_share,max_payers_same_day,active_days,pagerank,betweenness,component,role,role_score,evidence,cluster_id,c_role,c_money,c_seed,c_central,priority_score
100000004388983100,0,True,0,0.0,0,2,450816.0,23,,False,True,0,0,0.0,0,5,0.0002855692942172909,0.0,12,peripheral,0.9,"Признаков роли не выявлено: вход 0 (0 ₸), выход 2 (451 тыс ₸) (seed: входящие неполны)",45,0.09000000000000001,0.8451957295373665,0.0,0.19684163701067617,0.1898
100000004714705100,0,True,0,0.0,0,1,36550.0,1,,False,True,0,0,0.0,0,1,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (37 тыс ₸) (seed: входящие неполны)",16,0.095,0.35186832740213525,0.0,0.19684163701067617,0.0782
100000004723755100,0,True,0,0.0,0,1,95000.0,5,,False,True,0,0,0.0,0,4,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (95 тыс ₸) (seed: входящие неполны)",8,0.095,0.5665035587188612,0.0,0.19684163701067617,0.1274
100000004813068100,0,True,0,0.0,0,3,297000.0,5,,False,True,0,0,0.0,0,5,0.0002855692942172909,0.0,0,peripheral,0.85,"Признаков роли не выявлено: вход 0 (0 ₸), выход 3 (297 тыс ₸) (seed: входящие неполны)",12,0.085,0.775355871886121,0.0,0.19684163701067617,0.1722
100000004971871100,0,True,1,25400.0,3,1,5650.0,1,0.22244094488188976,False,True,0,0,0.22440944881889763,1,4,0.0007430293125206683,0.0,10,peripheral,0.9,"Признаков роли не выявлено: вход 1 (25 тыс ₸), выход 1 (6 тыс ₸) (seed: входящие неполны)",43,0.09000000000000001,0.3202846975088968,0.0,0.6522464412811388,0.153
100000005017150100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,22,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005087431100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,23,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005235389100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,24,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005264990100,0,True,1,17070.0,1,2,122000.0,2,7.147041593438781,False,True,0,7,0.0,1,3,0.0003639962150845014,4.621549421193233e-05,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (17 тыс ₸), выход 2 (122 тыс ₸) (seed: входящие неполны)",16,0.09000000000000001,0.6334519572953736,0.5433718861209964,0.7920373665480427,0.3504
100000005370580100,0,True,1,24075.0,1,0,0.0,0,0.0,False,True,0,7,0.0,1,1,0.0003459684664848734,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (24 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)",17,0.09000000000000001,0.251779359430605,0.5433718861209964,0.5014457295373665,0.2093
100000005382566100,0,True,7,393066.0,11,1,50000.0,1,0.12720510041570626,False,True,6,14,0.19589585464018766,2,7,0.002113262052157115,2.3152270703472843e-05,0,consolidator,0.807,"Признаки консолидации: получает от 7 разных плательщиков (из них seed: 6), 393 тыс ₸, отдаёт дальше 13% полученного",16,0.6859500000000001,0.8389679715302492,0.9993327402135231,0.942838078291815,0.7006
100000005386383100,0,True,2,37500.0,2,1,29000.0,1,0.7733333333333333,False,True,0,7,0.0,2,2,0.0005243332756978218,1.6785396260017813e-05,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (38 тыс ₸), выход 1 (29 тыс ₸) (seed: входящие неполны)",16,0.08000000000000002,0.4919928825622776,0.5433718861209964,0.8298487544483986,0.3216
100000005392290100,0,True,0,0.0,0,1,81465.0,1,,False,True,0,0,0.0,0,1,0.0002855692942172909,0.0,15,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (81 тыс ₸) (seed: входящие неполны)",47,0.095,0.5251334519572953,0.0,0.19684163701067617,0.1179
100000005395727100,0,True,1,17000.0,1,0,0.0,0,0.0,False,True,0,7,0.0,1,1,0.0003712067299561801,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (17 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)",2,0.09000000000000001,0.16614768683274023,0.5433718861209964,0.5250222419928826,0.194
100000005409680100,0,True,2,55060.0,2,0,0.0,0,0.0,False,True,0,9,0.0,1,2,0.000633528818793162,0.0,0,terminal,0.77,"Конечный получатель: 55 тыс ₸ от 2 плательщиков, исходящих нет (колено 0)",18,0.34650000000000003,0.46129893238434166,0.9094750889679716,0.6395685053380783,0.4325
100000005417257100,0,True,0,0.0,0,2,106000.0,2,,False,True,0,0,0.0,0,2,0.0002855692942172909,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 0 (0 ₸), выход 2 (106 тыс ₸) (seed: входящие неполны)",16,0.09000000000000001,0.5936387900355872,0.0,0.19684163701067617,0.1321
100000005454368100,0,True,2,48600.0,2,0,0.0,0,0.0,False,True,0,7,0.0,1,2,0.00039419296320819405,0.0,0,terminal,0.745,"Конечный получатель: 49 тыс ₸ от 2 плательщиков, исходящих нет (колено 0)",17,0.33525,0.41592526690391457,0.5433718861209964,0.5410364768683275,0.3331
100000005480435100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,25,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005485830100,0,True,0,0.0,0,5,275885.0,9,,False,True,0,0,0.0,0,7,0.0002855692942172909,0.0,5,peripheral,0.75,"Признаков роли не выявлено: вход 0 (0 ₸), выход 5 (276 тыс ₸) (seed: входящие неполны)",36,0.07500000000000001,0.7637900355871886,0.0,0.19684163701067617,0.1663
100000005493505100,0,True,3,62020.0,3,0,0.0,0,0.0,False,True,1,11,0.0,1,3,0.0006174200765778783,0.0,0,terminal,0.779,"Конечный получатель: 62 тыс ₸ от 3 плательщиков, исходящих нет (колено 0)",17,0.35055000000000003,0.48131672597864766,0.9922153024911032,0.6366770462633452,0.4531
100000005495722100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,26,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005498992100,0,True,0,0.0,0,16,2262868.0,19,,False,True,0,0,0.0,0,10,0.0002855692942172909,0.0,0,distributor,0.596,"Веерное распределение: 16 получателей, 2,3 млн ₸ (seed: входящие неполны)",16,0.4768,0.9755338078291815,0.0,0.19684163701067617,0.3441
100000005519347100,0,True,2,73100.0,2,1,99000.0,1,1.3543091655266757,False,True,1,9,0.0,1,3,0.0005567200012967696,8.922564630596902e-07,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (73 тыс ₸), выход 1 (99 тыс ₸) (seed: входящие неполны)",2,0.08000000000000002,0.6841637010676157,0.9094750889679716,0.8161699288256228,0.4305
100000005523088100,0,True,1,700000.0,2,0,0.0,0,0.0,False,True,1,15,0.0,1,1,0.0017206377268585411,0.0,0,terminal,0.977,"Конечный получатель: 700 тыс ₸ от 1 плательщиков, исходящих нет (колено 0)",16,0.43965,0.896797153024911,1.0,0.6813834519572953,0.5868
100000005543136100,0,True,0,0.0,0,1,10000.0,1,,False,True,0,0,0.0,0,1,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (10 тыс ₸) (seed: входящие неполны)",17,0.095,0.07873665480427046,0.0,0.19684163701067617,0.0155
100000005550592100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,27,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005560900100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,28,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005568407100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,29,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000005668605100,0,True,3,94500.0,3,0,0.0,0,0.0,False,True,1,10,0.0,1,3,0.0008383018688148931,0.0,0,terminal,0.821,"Конечный получатель: 94 тыс ₸ от 3 плательщиков, исходящих нет (колено 0)",16,0.36945,0.5629448398576512,0.9612989323843416,0.6589190391459074,0.4763
100000005744674100,0,True,0,0.0,0,1,50066.0,2,,False,True,0,0,0.0,0,2,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (50 тыс ₸) (seed: входящие неполны)",16,0.095,0.4346085409252669,0.0,0.19684163701067617,0.0972
100000006232815100,0,True,1,160000.0,2,5,296500.0,5,1.853125,False,True,0,0,0.0,1,6,0.0005566536352336269,6.233303650934996e-06,3,peripheral,0.75,"Признаков роли не выявлено: вход 1 (160 тыс ₸), выход 5 (296 тыс ₸) (seed: входящие неполны)",27,0.07500000000000001,0.8474199288256228,0.0,0.8246218861209964,0.3008
100000006249740100,0,True,0,0.0,0,3,93007.0,5,,False,True,0,0,0.0,0,5,0.0002855692942172909,0.0,8,peripheral,0.85,"Признаков роли не выявлено: вход 0 (0 ₸), выход 3 (93 тыс ₸) (seed: входящие неполны)",41,0.085,0.5596085409252669,0.0,0.19684163701067617,0.1226
100000006831291100,0,True,0,0.0,0,1,15000.0,3,,False,True,0,0,0.0,0,3,0.0002855692942172909,0.0,8,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (15 тыс ₸) (seed: входящие неполны)",41,0.095,0.13856761565836298,0.0,0.19684163701067617,0.0292
100000006866783100,0,True,13,838812.0,31,67,3948037.0,90,4.706700667133994,False,True,0,6,1.0,5,16,0.0008703719471294018,0.003474550693639239,0,coordinator,0.846,"Признаки координации: получает от 13 плательщиков (839 тыс ₸), рассылает 67 получателям (3,9 млн ₸) (seed: входящие неполны)",1,0.846,0.9933274021352313,0.29070284697508897,0.9690836298932384,0.6621
100000007018630100,0,True,0,0.0,0,1,200000.0,5,,False,True,0,0,0.0,0,3,0.0002855692942172909,0.0,13,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (200 тыс ₸) (seed: входящие неполны)",44,0.095,0.7106316725978647,0.0,0.19684163701067617,0.1605
100000007747786100,0,True,0,0.0,0,31,4238009.4,35,,False,True,0,0,0.0,0,18,0.0002855692942172909,0.0,0,distributor,0.731,"Веерное распределение: 31 получателей, 4,2 млн ₸ (seed: входящие неполны)",15,0.5848,0.9902135231316725,0.0,0.19684163701067617,0.3822
100000007982728100,0,True,0,0.0,0,8,1804384.0,12,,False,True,0,0,0.0,0,6,0.0002855692942172909,0.0,0,peripheral,0.6,"Признаков роли не выявлено: вход 0 (0 ₸), выход 8 (1,8 млн ₸) (seed: входящие неполны)",9,0.06,0.9630782918149466,0.0,0.19684163701067617,0.2073
100000008117324100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,30,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000008205000100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,31,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000008314203100,0,True,2,382076.0,10,2,327000.0,13,0.8558506684533967,False,True,2,9,0.3221243940996032,1,13,0.0005029908624026965,0.0,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (382 тыс ₸), выход 2 (327 тыс ₸) (seed: входящие неполны)",14,0.08000000000000002,0.8972419928825622,0.9094750889679716,0.5810720640569395,0.4362
100000008418835100,0,True,1,1372000.0,67,4,186179.0,6,0.13569897959183674,False,True,1,1,0.6326530612244898,1,18,0.0005285862410602082,0.0,0,terminal,0.993,"Конечный получатель: 1,4 млн ₸ от 1 плательщиков, дальше уходит 14% (колено 0)",13,0.44685,0.9550711743772242,0.14768683274021352,0.5877446619217082,0.4287
100000008513251100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,32,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000008516839100,0,True,3,155000.0,4,0,0.0,0,0.0,False,True,1,10,0.0,2,2,0.0010695838614429962,0.0,0,terminal,0.871,"Конечный получатель: 155 тыс ₸ от 3 плательщиков, исходящих нет (колено 0)",16,0.39195,0.6619217081850534,0.9612989323843416,0.6695951957295374,0.5082
100000008522127100,0,True,0,0.0,0,1,145000.0,3,,False,True,0,0,0.0,0,3,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (145 тыс ₸) (seed: входящие неполны)",3,0.095,0.6425711743772242,0.0,0.19684163701067617,0.1449
100000008571433100,0,True,2,350000.0,2,2,1434000.0,3,4.097142857142857,False,True,0,0,1.0,1,4,0.0016264807087207904,0.0,9,peripheral,0.8,"Признаков роли не выявлено: вход 2 (350 тыс ₸), выход 2 (1,4 млн ₸) (seed: входящие неполны)",39,0.08000000000000002,0.9617437722419929,0.0,0.6800489323843416,0.3021
100000008575624100,0,True,0,0.0,0,3,89500.0,5,,False,True,0,0,0.0,0,4,0.0002855692942172909,0.0,6,peripheral,0.85,"Признаков роли не выявлено: вход 0 (0 ₸), выход 3 (90 тыс ₸) (seed: входящие неполны)",37,0.085,0.5484875444839857,0.0,0.19684163701067617,0.1201
100000008601794100,0,True,2,494400.0,8,1,871400.0,13,1.7625404530744337,False,True,0,0,0.08737864077669903,1,17,0.002367779758018107,0.0,11,peripheral,0.8,"Признаков роли не выявлено: вход 2 (494 тыс ₸), выход 1 (871 тыс ₸) (seed: входящие неполны)",42,0.08000000000000002,0.9461743772241993,0.0,0.6882784697508897,0.3001
100000008637537100,0,True,3,619890.0,22,3,2351495.0,30,3.793406894771653,False,True,2,9,1.0,2,15,0.0008287331534345293,4.2792124270307714e-05,0,peripheral,0.7,"Признаков роли не выявлено: вход 3 (620 тыс ₸), выход 3 (2,4 млн ₸) (seed: входящие неполны)",14,0.06999999999999999,0.983540925266904,0.9094750889679716,0.9290480427046264,0.5167
100000008650785100,0,True,2,92000.0,2,2,120120.0,2,1.3056521739130436,False,True,1,8,0.6141304347826086,1,4,0.0006125210138081811,1.0707077556716282e-05,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (92 тыс ₸), выход 2 (120 тыс ₸) (seed: входящие неполны)",2,0.08000000000000002,0.719306049822064,0.8387455516014235,0.8633229537366548,0.4342
100000008654653100,0,True,0,0.0,0,1,54000.0,1,,False,True,0,0,0.0,0,1,0.0002855692942172909,0.0,0,peripheral,0.95,"Признаков роли не выявлено: вход 0 (0 ₸), выход 1 (54 тыс ₸) (seed: входящие неполны)",2,0.095,0.4550711743772242,0.0,0.19684163701067617,0.1019
100000008659445100,0,True,3,138490.0,7,4,875150.0,18,6.319228825185934,False,True,0,0,0.7466243050039714,2,15,0.002423803891182125,0.0,7,peripheral,0.7,"Признаков роли не выявлено: вход 3 (138 тыс ₸), выход 4 (875 тыс ₸) (seed: входящие неполны)",34,0.06999999999999999,0.9288256227758007,0.0,0.6889457295373665,0.293
100000008669037100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,33,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000008673001100,0,True,1,80000.0,1,0,0.0,0,0.0,False,True,1,1,0.0,1,1,0.0004689783107025115,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (80 тыс ₸), выход 0 (0 ₸) (seed: входящие неполны)",16,0.09000000000000001,0.520685053380783,0.14768683274021352,0.5692838078291815,0.2109
100000008680731100,0,True,0,0.0,0,27,1464354.0,28,,False,True,0,0,0.0,0,6,0.0002855692942172909,0.0,0,distributor,0.703,"Веерное распределение: 27 получателей, 1,5 млн ₸ (seed: входящие неполны)",12,0.5624,0.9515124555160143,0.0,0.19684163701067617,0.3661
100000008701222100,0,True,0,0.0,0,0,0.0,0,,False,True,0,0,0.0,0,0,0.0002855692942172909,0.0,34,peripheral,1.0,Нет переводов ≥5 000 ₸ в выгрузке (seed),0,0.1,0.004448398576512456,0.0,0.19684163701067617,0.0
100000008738325100,0,True,1,36550.0,1,1,54000.0,1,1.4774281805745555,False,True,1,1,0.0,1,2,0.0005285862410602082,8.904719501335708e-07,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (37 тыс ₸), выход 1 (54 тыс ₸) (seed: входящие неполны)",16,0.09000000000000001,0.5547153024911032,0.14768683274021352,0.78125,0.2576
100000003134937100,1,False,1,10286.0,1,0,0.0,0,0.0,False,False,1,7,0.0,1,1,0.000286675224915866,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (10 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.09386120996441281,0.5433718861209964,0.21163256227758007,0.1829
100000005074393100,1,False,4,563026.0,5,6,685500.0,10,1.2175281425724567,False,True,1,10,0.017761169111195574,1,12,0.0010600834163353942,0.0001522707034728406,0,peripheral,0.6,"Признаков роли не выявлено: вход 4 (563 тыс ₸), выход 6 (686 тыс ₸)",30,0.06,0.9408362989323843,0.9612989323843416,0.9606316725978647,0.7151
100000001924185100,1,False,2,151000.0,2,0,0.0,0,0.0,False,False,2,11,0.0,1,2,0.0003102198760278653,0.0,0,terminal,0.869,"Конечный получатель: 151 тыс ₸ от 2 плательщиков, исходящих нет (колено 1)",13,0.39105,0.6548042704626335,0.9922153024911032,0.42915925266903915,0.6469
100000004070318100,1,False,4,207246.55,6,19,551860.0,37,2.662818753798314,False,True,1,7,1.0,2,17,0.00031412234761755547,0.0010420355606154653,0,distributor,0.631,"Веерное распределение: 19 получателей, 552 тыс ₸, отдаёт в 2.7× больше видимого входа — есть внешние источники",1,0.5048,0.9030249110320284,0.5433718861209964,0.7484430604982206,0.7399
100000005807278100,1,False,1,8385.0,1,0,0.0,0,0.0,False,False,1,1,0.0,1,1,0.0002929553322377627,0.0,5,peripheral,0.9,"Признаков роли не выявлено: вход 1 (8 тыс ₸), выход 0 (0 ₸)",36,0.09000000000000001,0.0547153024911032,0.14768683274021352,0.31928380782918153,0.1004
