rank,gid,role,priority_score,why
11,100000004400305100,coordinator,0.9039,"Координатор (уверенность 0.77): Признаки координации: получает от 7 плательщиков (223 тыс ₸), рассылает 82 получателям (5,8 млн ₸).; Деньги от 7 seed доходят до узла по цепочкам; оборот 6,1 млн ₸; центральность выше, чем у 84% узлов; 100% входящих уходит дальше за ≤2 дня"
12,100000008710791100,distributor,0.8795,"Распределитель (уверенность 0.67): Веерное распределение: 23 получателей, 5,5 млн ₸, отдаёт в 30.4× больше видимого входа — есть внешние источники.; Деньги от 9 seed доходят до узла по цепочкам; оборот 5,7 млн ₸; центральность выше, чем у 78% узлов; 93% входящих уходит дальше за ≤2 дня"
13,100000008346837100,coordinator,0.8752,"Координатор (уверенность 0.69): Признаки координации: получает от 9 плательщиков (254 тыс ₸), рассылает 25 получателям (1,3 млн ₸).; Деньги от 7 seed доходят до узла по цепочкам; оборот 1,5 млн ₸; центральность выше, чем у 92% узлов; 100% входящих уходит дальше за ≤2 дня; до 4 плательщиков в один день"
14,100000006274203100,terminal,0.8682,"Конечный получатель (уверенность 1.00): Конечный получатель: 3,4 млн ₸ от 2 плательщиков, дальше уходит 2% (колено 3).; Деньги от 9 seed доходят до узла по цепочкам; оборот 3,5 млн ₸; центральность выше, чем у 90% узлов"
15,100000005933757100,distributor,0.8623,"Распределитель (уверенность 0.75): Веерное распределение: 34 получателей, 3,0 млн ₸, отдаёт в 2.4× больше видимого входа — есть внешние источники.; Деньги от 7 seed доходят до узла по цепочкам; оборот 4,2 млн ₸; центральность выше, чем у 97% узлов; 100% входящих уходит дальше за ≤2 дня"
16,100000007594394100,consolidator,0.8564,"Консолидатор (уверенность 0.56): Признаки консолидации: получает от 6 разных плательщиков, 395 тыс ₸, отдаёт в 8.5× больше видимого входа — есть внешние источники.; Деньги от 9 seed доходят до узла по цепочкам; оборот 3,8 млн ₸; центральность выше, чем у 81% узлов; 100% входящих уходит дальше за ≤2 дня"
17,100000004156082100,coordinator,0.8557,"Координатор (уверенность 0.60): Признаки координации: получает от 5 плательщиков (377 тыс ₸), рассылает 26 получателям (2,3 млн ₸).; Деньги от 7 seed доходят до узла по цепочкам; оборот 2,7 млн ₸; центральность выше, чем у 96% узлов; 100% входящих уходит дальше за ≤2 дня"
18,100000003635170100,transit,0.8512,"Транзит (уверенность 0.83): Признаки транзита: пропускает 94% полученного (268 тыс ₸), 58% уходит дальше за ≤2 дня.; Деньги от 8 seed доходят до узла по цепочкам; оборот 522 тыс ₸; центральность выше, чем у 96% узлов; 58% входящих уходит дальше за ≤2 дня"
19,100000002838861100,consolidator,0.8475,"Консолидатор (уверенность 0.60): Признаки консолидации: получает от 5 разных плательщиков (из них seed: 2), 555 тыс ₸, отдаёт дальше 2% полученного.; Деньги от 8 seed доходят до узла по цепочкам; оборот 565 тыс ₸; центральность выше, чем у 91% узлов"
20,100000008547844100,distributor,0.8474,"Распределитель (уверенность 0.63): Веерное распределение: 19 получателей, 2,0 млн ₸, отдаёт в 11.5× больше видимого входа — есть внешние источники.; Деньги от 8 seed доходят до узла по цепочкам; оборот 2,2 млн ₸; центральность выше, чем у 80% узлов; 100% входящих уходит дальше за ≤2 дня"
21,100000005473151100,terminal,0.8461,"Конечный получатель (уверенность 0.99): Конечный получатель: 1,2 млн ₸ от 3 плательщиков, дальше уходит 18% (колено 1).; Деньги от 9 seed доходят до узла по цепочкам; оборот 1,4 млн ₸; центральность выше, чем у 86% узлов"
22,100000001857829100,coordinator,0.844,"Координатор (уверенность 0.58): Признаки координации: получает от 6 плательщиков (889 тыс ₸), рассылает 16 получателям (2,4 млн ₸).; Деньги от 7 seed доходят до узла по цепочкам; оборот 3,3 млн ₸; центральность выше, чем у 94% узлов; 99% входящих уходит дальше за ≤2 дня; до 3 плательщиков в один день"
23,100000002957787100,distributor,0.8412,"Распределитель (уверенность 0.75): Веерное распределение: 34 получателей, 1,3 млн ₸, отдаёт в 15.0× больше видимого входа — есть внешние источники.; Деньги от 7 seed доходят до узла по цепочкам; оборот 1,4 млн ₸; центральность выше, чем у 94% узлов; 100% входящих уходит дальше за ≤2 дня"
24,100000008730846100,consolidator,0.8408,"Консолидатор (уверенность 0.61): Признаки консолидации: получает от 7 разных плательщиков, 155 тыс ₸, отдаёт в 2.3× больше видимого входа — есть внешние источники.; Деньги от 8 seed доходят до узла по цепочкам; оборот 518 тыс ₸; центральность выше, чем у 89% узлов; 100% входящих уходит дальше за ≤2 дня; до 4 плательщиков в один день"
25,100000008466579100,distributor,0.839,"Распределитель (уверенность 0.61): Веерное распределение: 17 получателей, 1,9 млн ₸, отдаёт в 52.3× больше видимого входа — есть внешние источники.; Деньги от 8 seed доходят до узла по цепочкам; оборот 2,0 млн ₸; центральность выше, чем у 81% узлов; 100% входящих уходит дальше за ≤2 дня"
26,100000002578405100,distributor,0.8385,"Распределитель (уверенность 1.00): Веерное распределение: 116 получателей, 3,1 млн ₸, отдаёт в 2.6× больше видимого входа — есть внешние источники.; Деньги от 1 seed доходят до узла по цепочкам; оборот 4,3 млн ₸; центральность выше, чем у 92% узлов; 100% входящих уходит дальше за ≤2 дня"
27,100000005704413100,distributor,0.8356,"Распределитель (уверенность 0.74): Веерное распределение: 32 получателей, 1,4 млн ₸, отдаёт в 13.9× больше видимого входа — есть внешние источники.; Деньги от 7 seed доходят до узла по цепочкам; оборот 1,5 млн ₸; центральность выше, чем у 93% узлов; 100% входящих уходит дальше за ≤2 дня"
28,100000008743913100,distributor,0.831,"Распределитель (уверенность 0.55): Веерное распределение: 13 получателей, 1,9 млн ₸, отдаёт в 12.4× больше видимого входа — есть внешние источники.; Деньги от 9 seed доходят до узла по цепочкам; оборот 2,0 млн ₸; центральность выше, чем у 78% узлов; 94% входящих уходит дальше за ≤2 дня"
29,100000002605308100,terminal,0.8285,"Конечный получатель (уверенность 1.00): Конечный получатель: 2,6 млн ₸ от 3 плательщиков, исходящих нет (колено 2).; Деньги от 11 seed доходят до узла по цепочкам; оборот 2,6 млн ₸; центральность выше, чем у 66% узлов"
30,100000006518161100,transit,0.8256,"Транзит (уверенность 0.97): Признаки транзита: пропускает 100% полученного (594 тыс ₸), 86% уходит дальше за ≤2 дня.; Деньги от 7 seed доходят до узла по цепочкам; оборот 1,2 млн ₸; центральность выше, чем у 92% узлов; 86% входящих уходит дальше за ≤2 дня"
